UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2015,10,4114118,2098872,2015246,1544119,1472718,306220,297658,33271,32147,107283,107185,6014,5776,101965,99762,1637395,1563853,358974,349721,55612,54000,145222,143768,13491,13051,1587262,1522483,1100729,1046301,280350,272650,18068,17187,101747,101968,4173,4033,82195,80344,1176279,1119945,323664,315484,32984,31747,133648,132810,9732,9456,511610,492763,443390,426417,25870,25008,15203,14960,5536,5217,1841,1743,19770,19418,461116,443908,35310,34237,22628,22253,11574,10958,3759,3595
R,1,2015,11,4103255,2092675,2010580,1547183,1475947,303239,295130,32206,31736,106094,106474,5806,5528,98147,95765,1636887,1563504,353437,344476,54329,53289,142532,141813,13122,12586,1593460,1527286,1113940,1056816,278185,270999,17576,17123,100805,101359,4008,3857,78946,77132,1186375,1127637,319452,311627,32329,31630,131443,130979,9480,9130,499215,483294,433243,419131,25054,24131,14630,14613,5289,5115,1798,1671,19201,18633,450512,435867,33985,32849,22000,21659,11089,10834,3642,3456
R,1,2015,12,4089420,2085084,2004336,1541405,1471946,306388,298955,32610,31549,104995,104678,5804,5595,93882,91613,1626971,1555415,354186,346018,54374,52879,139627,138110,12979,12403,1591233,1525699,1112224,1055678,281658,275287,17796,17254,99749,99808,4055,3892,75751,73780,1181509,1123221,321107,314033,32414,31590,128870,127885,9459,9003,493851,478637,429181,416268,24730,23668,14814,14295,5246,4870,1749,1703,18131,17833,445462,432194,33079,31985,21960,21289,10757,10225,3520,3400
R,1,2015,13,4114719,2099434,2015285,1553694,1483308,313488,304442,32426,31069,102051,100828,5656,5543,92119,90095,1637594,1565377,360500,350776,54376,52748,135541,133140,12608,12309,1610122,1541723,1127892,1071005,289034,280947,17984,17297,97149,95985,3947,3837,74116,72652,1195608,1137469,327741,319248,32805,31984,125270,123144,9199,8938,489312,473562,425802,412303,24454,23495,14442,13772,4902,4843,1709,1706,18003,17443,441986,427908,32759,31528,21571,20764,10271,9996,3409,3371
R,1,2015,14,4243280,2167978,2075302,1599147,1521795,329542,319295,33304,32203,107737,106582,5884,5742,92364,89685,1683216,1603228,376255,365336,55874,54082,141375,138727,12867,12550,1670727,1596266,1165729,1104941,304930,295274,18754,17903,102664,101762,4192,4016,74458,72370,1233661,1170904,343413,333232,34091,32941,131026,128751,9486,9131,497251,479036,433418,416854,24612,24021,14550,14300,5073,4820,1692,1726,17906,17315,449555,432324,32842,32104,21783,21141,10349,9976,3381,3419
R,1,2015,15,4180915,2138013,2042902,1584985,1506934,324541,313054,32739,31634,101289,99635,5808,5463,88651,86182,1665589,1585011,369627,357411,55076,53297,132595,129872,12678,12130,1654725,1577467,1163489,1101316,300461,289787,18619,17982,96430,94978,4100,3886,71626,69518,1228860,1164457,337759,326546,33999,32916,122792,120288,9285,8938,483288,465435,421496,405618,24080,23267,14120,13652,4859,4657,1708,1577,17025,16664,436729,420554,31868,30865,21077,20381,9803,9584,3393,3192
R,1,2015,16,4189692,2140673,2049019,1588862,1511687,325875,315688,32475,31617,100656,99915,5682,5398,87123,84714,1667866,1588564,369450,358810,54699,53625,131601,129390,12639,11844,1662459,1588675,1171754,1110353,301882,292803,18463,17903,95764,95205,4063,3841,70533,68570,1235952,1172786,338025,328565,33881,33313,121802,119890,9381,8784,478214,460344,417108,401334,23993,22885,14012,13714,4892,4710,1619,1557,16590,16144,431914,415778,31425,30245,20818,20312,9799,9500,3258,3060
R,1,2015,17,4162548,2128591,2033957,1577877,1499460,323727,313407,32228,31186,105680,103048,5661,5254,83418,81602,1653444,1573313,364998,354314,54181,52808,135409,131713,12156,11480,1657519,1583414,1166479,1106105,300493,291137,18235,17909,100853,98411,4049,3761,67410,66091,1227736,1166049,334612,325089,33599,33147,125824,122520,9010,8514,471072,450543,411398,393355,23234,22270,13993,13277,4827,4637,1612,1493,16008,15511,425708,407264,30386,29225,20582,19661,9585,9193,3146,2966
R,1,2015,18,4219981,2158682,2061299,1604130,1520330,324102,315776,32466,31168,110096,108379,5769,5316,82119,80330,1678474,1592795,363893,355430,54573,52933,139618,136801,12295,11792,1684677,1611694,1189448,1127515,300978,293994,18467,17784,105406,103744,4122,3784,66256,64873,1249628,1186181,333712,326766,33771,33027,130426,127677,9137,8783,474005,449605,414682,392815,23124,21782,13999,13384,4690,4635,1647,1532,15863,15457,428846,406614,30181,28664,20802,19906,9192,9124,3158,3009
R,1,2015,19,4283005,2197569,2085436,1627684,1535852,335099,322960,32814,31091,115443,111953,5920,5674,80609,77906,1700287,1605860,373570,361160,55384,52931,144514,139441,12460,12145,1718678,1632620,1208626,1139801,311628,300912,18721,17678,110674,107255,4257,4035,64772,62939,1267055,1196556,343189,332322,34507,33096,135200,130409,9322,9083,478891,452816,419058,396051,23471,22048,14093,13413,4769,4698,1663,1639,15837,14967,433232,409304,30381,28838,20877,19835,9314,9032,3138,3062
R,1,2015,20,4370514,2244282,2126232,1655669,1558145,352063,340298,33505,32120,118438,112860,6054,5950,78553,76859,1726071,1626845,388838,377433,56287,54443,146753,140013,12833,12332,1760178,1672228,1231553,1161277,328170,317826,19361,18432,113612,108300,4381,4315,63101,62078,1288166,1216816,358199,348383,35417,34369,137599,131223,9629,9277,484104,454004,424116,396868,23893,22472,14144,13688,4826,4560,1673,1635,15452,14781,437905,410029,30639,29050,20870,20074,9154,8790,3204,3055
R,1,2015,21,4446311,2287293,2159018,1682247,1576095,366487,352419,34479,33000,122640,116843,6219,5971,75221,74690,1749217,1642545,401076,387868,56771,55411,150232,143239,12834,12436,1797207,1703532,1252074,1177404,342229,330006,20016,19398,117905,112189,4424,4346,60559,60189,1306063,1231050,370524,358989,35827,35482,141241,134472,9565,9377,490086,455486,430173,398691,24258,22413,14463,13602,4735,4654,1795,1625,14662,14501,443154,411495,30552,28879,20944,19929,8991,8767,3269,3059
R,1,2015,22,4568547,2353672,2214875,1728178,1616140,378929,362163,36286,33800,129800,123732,6397,6060,74082,72980,1793954,1680907,411559,395458,59256,56352,157349,150204,13033,12566,1851779,1752084,1287614,1210811,354236,339212,21055,19919,124948,119010,4582,4377,59344,58755,1340321,1263021,380561,366253,37353,36103,148434,141530,9803,9439,501893,462791,440564,405329,24693,22951,15231,13881,4852,4722,1815,1683,14738,14225,453633,417886,30998,29205,21903,20249,8915,8674,3230,3127
R,1,2015,23,4655669,2382310,2273359,1746648,1652314,381036,373130,37067,33694,139985,135122,7182,6499,70392,72600,1808352,1715807,411438,405897,59204,55934,166689,162606,14012,13386,1883020,1813379,1309972,1251937,355647,348465,21446,20129,134962,129996,5168,4710,55825,58142,1358869,1302785,379772,374755,36975,35967,157619,153291,10549,10108,499290,459980,436676,400377,25389,24665,15621,13565,5023,5126,2014,1789,14567,14458,449483,413022,31666,31142,22229,19967,9070,9315,3463,3278
R,1,2015,24,4745577,2423542,2322035,1784246,1691894,379224,375198,36806,33427,148396,145197,7535,6820,67335,69499,1842983,1752687,407054,406065,58251,54892,175113,171772,14276,13520,1919115,1864539,1343237,1294093,353400,349995,20881,19949,143057,140068,5396,5014,53144,55420,1389445,1342515,375205,374658,35828,35103,165845,162612,10687,10284,504427,457496,441009,397801,25824,25203,15925,13478,5339,5129,2139,1806,14191,14079,453538,410172,31849,31407,22423,19789,9268,9160,3589,3236
R,1,2015,25,4601824,2346621,2255203,1733279,1641236,361111,361984,35511,31854,147053,148563,7626,6670,62041,64896,1787546,1697867,386323,390319,55413,52102,171621,173619,13823,12955,1863249,1819052,1310668,1261747,336382,337865,19941,19161,141956,143524,5511,4966,48791,51789,1353248,1306824,355962,360419,33798,33464,162887,164949,10391,9995,483372,436151,422611,379489,24729,24119,15570,12693,5097,5039,2115,1704,13250,13107,434298,391043,30361,29900,21615,18638,8734,8670,3432,2960
R,1,2015,26,4473098,2274725,2198373,1692036,1606911,334674,340400,34396,30772,148490,152765,7305,6699,57824,60826,1742320,1659893,357574,366425,53045,49772,171802,176751,13246,12638,1800869,1774329,1276846,1237702,311147,317080,18976,18217,143608,147823,5283,5000,45009,48507,1315882,1279895,328548,337528,31678,31716,163497,168369,9986,9733,473856,424044,415190,369209,23527,23320,15420,12555,4882,4942,2022,1699,12815,12319,426438,379998,29026,28897,21367,18056,8305,8382,3260,2905
R,1,2015,27,4364191,2219458,2144733,1666494,1577091,315002,323125,33022,29663,143007,150028,7363,6464,54570,58362,1713794,1628033,336481,347702,50870,48126,165038,173039,13175,12280,1752319,1728436,1255790,1213950,292736,300667,18008,17423,138306,145413,5276,4803,42203,46180,1292183,1254183,308944,319810,30072,30368,157066,165148,9875,9412,467139,416297,410704,363141,22266,22458,15014,12240,4701,4615,2087,1661,12367,12182,421611,373850,27537,27892,20798,17758,7972,7891,3300,2868
R,1,2015,28,4332377,2198061,2134316,1660376,1576183,303291,315465,32557,29172,142433,151200,7279,6495,52125,55801,1705762,1624618,323085,338837,49991,47591,163619,173051,12749,11978,1732422,1718601,1250597,1213114,281406,293109,17487,16901,137754,146748,5143,4791,40035,43938,1285331,1251116,296036,311259,29198,29763,155771,165412,9471,9179,465639,415715,409779,363069,21885,22356,15070,12271,4679,4452,2136,1704,12090,11863,420431,373502,27049,27578,20793,17828,7848,7639,3278,2799
R,1,2015,29,4392331,2225660,2166671,1688411,1605133,301722,315260,32501,29419,144777,155583,7335,6589,50914,54687,1732526,1652600,321033,337426,49900,47532,165223,177337,12767,12279,1750441,1744705,1269999,1235976,279489,292953,16896,16975,140152,151038,5150,4987,38755,42776,1303376,1272965,293608,309771,28525,29749,157471,169609,9409,9530,475219,421966,418412,369157,22233,22307,15605,12444,4625,4545,2185,1602,12159,11911,429150,379635,27425,27655,21375,17783,7752,7728,3358,2749
R,1,2015,30,4337825,2186629,2151196,1661366,1592972,290936,309928,31774,29024,146446,159727,6999,6323,49108,53222,1703955,1639013,309026,330979,48747,47017,166353,181234,12414,11862,1721200,1731383,1251003,1225330,269704,287971,16658,16578,141814,155357,4885,4665,37136,41482,1283013,1261122,282777,303737,27915,29156,158663,173695,9129,9096,465429,419813,410363,367642,21232,21957,15116,12446,4632,4370,2114,1658,11972,11740,420942,377891,26249,27242,20832,17861,7690,7539,3285,2766
R,1,2015,31,4262461,2143219,2119242,1631316,1569626,281871,303330,31236,28534,144476,159546,6885,6352,47435,51854,1672319,1614482,299279,323376,47792,46614,163824,180393,12082,11873,1687638,1703485,1229318,1205525,261307,281582,16184,16174,140038,155312,4888,4729,35903,40163,1260138,1240099,273796,296574,27276,28784,156368,173014,8969,9091,455581,415757,401998,364101,20564,21748,15052,12360,4438,4234,1997,1623,11532,11691,412181,374383,25483,26802,20516,17830,7456,7379,3113,2782
R,1,2015,32,4351432,2185338,2166094,1665317,1605481,286618,310016,31918,29189,146755,162745,6977,6546,47753,52117,1706637,1650450,303954,330308,48935,47622,165979,183460,12313,12028,1715339,1736707,1250124,1229254,265487,287447,16498,16510,142148,158217,4958,4822,36124,40457,1281162,1263954,277888,302615,27914,29450,158391,175848,9176,9218,469999,429387,415193,376227,21131,22569,15420,12679,4607,4528,2019,1724,11629,11660,425475,386496,26066,27693,21021,18172,7588,7612,3137,2810
R,1,2015,33,4259368,2132357,2127011,1630275,1579101,278719,305002,30133,27988,140483,158682,6794,6134,45953,50104,1669906,1622285,295295,324659,46853,45841,158848,178341,11841,11521,1680657,1707053,1231300,1210698,258396,283260,15447,15674,136061,154248,4804,4455,34649,38718,1260956,1243929,270243,297905,26676,28121,151512,170927,8768,8728,451700,419958,398975,368403,20323,21742,14686,12314,4422,4434,1990,1679,11304,11386,408950,378356,25052,26754,20177,17720,7336,7414,3073,2793
R,1,2015,34,4357813,2184990,2172823,1669601,1610148,290569,317611,31200,28948,140170,159356,7033,6219,46417,50541,1709551,1653698,307442,337415,48064,47158,158761,179052,12318,11607,1714303,1740220,1253300,1230410,269768,295127,16003,16293,135464,154860,4923,4561,34845,38969,1283044,1263758,281747,309760,27293,29083,151043,171582,9110,8893,470687,432603,416301,379738,20801,22484,15197,12655,4706,4496,2110,1658,11572,11572,426507,389940,25695,27655,20771,18075,7718,7470,3208,2714
R,1,2015,35,4246413,2132104,2114309,1628842,1565492,283707,310358,30125,27711,138795,156522,6507,5983,44128,48243,1666926,1606909,299558,329298,46602,45205,156086,175310,11480,11149,1676917,1695466,1226462,1197565,263357,288680,15366,15494,134383,152260,4531,4442,32818,37025,1254536,1229125,274447,302481,26324,27781,148814,168168,8447,8578,455187,418843,402380,367927,20350,21678,14759,12217,4412,4262,1976,1541,11310,11218,412390,377784,25111,26817,20278,17424,7272,7142,3033,2571
R,1,2015,36,4007048,1999829,2007219,1530241,1487968,263384,292344,27803,26309,131509,150099,5962,5509,40930,44990,1565379,1526579,278050,309625,43134,42962,147742,167708,10415,10228,1575658,1607841,1154337,1137236,244755,271879,14472,14561,127346,145862,4235,4008,30513,34295,1180236,1166450,255087,284389,24728,26130,140916,160756,7734,7792,424171,399378,375904,350732,18629,20465,13331,11748,4163,4237,1727,1501,10417,10695,385143,360129,22963,25236,18406,16832,6826,6952,2681,2436
R,1,2015,37,4027996,2007959,2020037,1543499,1503763,260531,290750,28326,26813,129552,148863,5938,5627,40113,44221,1577909,1541526,274725,307692,43754,43464,145321,166090,10334,10305,1579157,1613752,1162730,1145624,242408,270490,14709,15041,125342,144706,4215,4129,29753,33762,1187958,1174226,252234,282696,25033,26687,138535,159325,7661,7877,428802,406285,380769,358139,18123,20260,13617,11772,4210,4157,1723,1498,10360,10459,389951,367300,22491,24996,18721,16777,6786,6765,2673,2428
R,1,2015,38,3882838,1932133,1950705,1482573,1451107,248004,278111,27190,25418,130618,148915,5627,5187,38121,41967,1515347,1486793,260978,293841,41783,41467,145885,165481,9969,9696,1516925,1553217,1113194,1099590,230650,258731,14173,14250,126527,144881,3992,3771,28389,31994,1137325,1126519,239535,270070,24017,25531,139356,158843,7400,7386,415208,397488,369379,351517,17354,19380,13017,11168,4091,4034,1635,1416,9732,9973,378022,360274,21443,23771,17766,15936,6529,6638,2569,2310
R,1,2015,39,3898333,1941995,1956338,1488655,1453625,250086,279864,26991,25541,134507,152362,5390,5152,36366,39794,1519800,1487518,262641,294514,41247,40849,148893,168173,9352,9361,1527213,1559866,1118735,1102039,233095,260893,13947,14293,130505,148341,3845,3806,27086,30494,1141640,1127810,241703,271399,23648,25102,142618,161780,7001,7174,414782,396472,369920,351586,16991,18971,13044,11248,4002,4021,1545,1346,9280,9300,378160,359708,20938,23115,17599,15747,6275,6393,2351,2187
R,1,2015,40,3948943,1968495,1980448,1515875,1480245,250131,280434,27000,25330,135225,150893,5474,4940,34790,38606,1545444,1512930,261806,294500,40878,40544,149031,166168,9451,8937,1555921,1584746,1146012,1127591,234168,262393,13998,14243,131365,147072,3966,3628,26412,29819,1168263,1152563,242445,272593,23507,25109,143210,160216,7167,6854,412574,395702,369863,352654,15963,18041,13002,11087,3860,3821,1508,1312,8378,8787,377181,360367,19361,21907,17371,15435,5821,5952,2284,2083
R,1,2015,41,3829748,1897644,1932104,1459090,1440284,242111,274848,25467,24677,132513,150569,4980,4899,33483,36827,1487512,1471316,253184,288135,38915,39241,145939,165246,8732,8843,1511827,1554527,1112899,1103580,227323,257662,13361,14077,129031,146843,3644,3646,25569,28719,1134345,1127523,235053,267425,22812,24692,140574,159494,6714,6825,385817,377577,346191,336704,14788,17186,12106,10600,3482,3726,1336,1253,7914,8108,353167,343793,18131,20710,16103,14549,5365,5752,2018,2018
R,1,2015,42,4000422,1981039,2019383,1524869,1508560,255999,289606,26493,25244,134799,153876,5049,4922,33830,37175,1553506,1539841,266739,302823,40543,40444,148338,168515,8850,8873,1589641,1635562,1173329,1165936,241151,272272,14096,14512,131207,150142,3739,3654,26119,29046,1195209,1190065,248798,281959,24151,25675,142925,162812,6790,6913,391398,383821,351540,342624,14848,17334,12397,10732,3592,3734,1310,1268,7711,8129,358297,349776,17941,20864,16392,14769,5413,5703,2060,1960
R,1,2015,43,4173795,2069769,2104026,1615465,1594217,260678,294688,26063,25532,129188,147480,5048,4695,33327,37414,1643550,1625762,271209,307754,40181,41299,142333,161824,8851,8721,1689994,1731159,1274172,1261169,246187,278119,14391,15019,125572,143923,3683,3525,25989,29404,1295818,1285708,253786,287691,24702,26779,136970,156361,6811,6830,379775,372867,341293,333048,14491,16569,11672,10513,3616,3557,1365,1170,7338,8010,347732,340054,17423,20063,15479,14520,5363,5463,2040,1891
R,1,2015,44,4395749,2180750,2214999,1708943,1688014,273654,308237,27179,26089,131500,149667,4932,4966,34542,38026,1738130,1719885,284656,321450,42173,42475,144605,164056,8962,9270,1795183,1841665,1362551,1354875,258855,291389,15182,15508,127896,146012,3647,3715,27052,30166,1385161,1379909,266845,301270,26252,27932,139216,158410,6953,7257,385567,373334,346392,333139,14799,16848,11997,10581,3604,3655,1285,1251,7490,7860,352969,339976,17811,20180,15921,14543,5389,5646,2009,2013
R,1,2015,45,4284151,2130243,2153908,1677311,1650837,262870,294187,26042,25149,126408,143336,5073,4864,32539,35535,1704829,1680585,272825,306178,40445,40858,138787,156799,8974,8866,1755055,1791916,1339955,1327046,248624,278264,14585,15152,122923,139764,3802,3717,25166,27973,1360980,1350242,255619,287042,25124,27004,133582,151331,7011,7028,375188,361992,337356,323791,14246,15923,11457,9997,3485,3572,1271,1147,7373,7562,343849,330343,17206,19136,15321,13854,5205,5468,1963,1838
R,1,2015,46,4078746,2024386,2054360,1592253,1575119,251139,279994,25304,23889,121283,137767,4408,4551,29999,33040,1617459,1602652,260123,290961,38987,38895,132616,150018,7958,8372,1673863,1715614,1277237,1272227,237545,264900,14301,14533,118185,134489,3273,3412,23322,26053,1296613,1293660,243846,272868,24506,25980,127958,145144,6187,6598,350523,338746,315016,302892,13594,15094,11003,9356,3098,3278,1135,1139,6677,6987,320846,308992,16277,18093,14481,12915,4658,4874,1771,1774
R,1,2015,47,4050161,2005825,2044336,1586541,1574258,250804,282885,24166,23939,110933,127083,4520,4376,28861,31795,1610814,1600674,259316,293574,37630,38667,121672,138508,7883,8148,1667597,1714724,1282322,1279428,237656,268035,13888,14859,107915,124048,3359,3326,22457,25028,1300957,1299979,243593,275784,23951,26170,117202,133833,6182,6467,338228,329612,304219,294830,13148,14850,10278,9080,3018,3035,1161,1050,6404,6767,309857,300695,15723,17790,13679,12497,4470,4675,1701,1681
R,1,2015,48,4074638,2013249,2061389,1596231,1594528,252737,286020,23966,23760,107727,121548,4518,4441,28070,31092,1619571,1620245,261163,296472,37344,38492,117941,132533,7957,8095,1683819,1740820,1299438,1307536,240048,271693,14113,15147,104810,118559,3404,3396,22006,24489,1317474,1327543,245940,279260,24314,26462,113591,128016,6309,6455,329430,320569,296793,286992,12689,14327,9853,8613,2917,2989,1114,1045,6064,6603,302097,292702,15223,17212,13030,12030,4350,4517,1648,1640
R,1,2015,49,4241417,2097945,2143472,1662953,1658300,266438,298538,25247,24859,110190,125694,4529,4493,28588,31588,1686703,1684439,274827,308786,39221,40075,120414,136907,8023,8240,1766121,1822558,1364731,1371475,253103,283924,15100,16024,107333,122614,3473,3480,22381,25041,1383059,1391920,258955,291375,25765,27888,116168,132251,6403,6621,331824,320914,298222,286825,13335,14614,10147,8835,2857,3080,1056,1013,6207,6547,303644,292519,15872,17411,13456,12187,4246,4656,1620,1619
R,1,2015,50,4482816,2209690,2273126,1763857,1773254,275034,310550,25662,25668,111382,126749,4539,4631,29216,32274,1788189,1799880,283323,320837,40278,41893,121754,137787,8085,8436,1884593,1953084,1471226,1486539,262362,296224,15880,16930,108510,123854,3524,3630,23091,25907,1490210,1507642,268177,303784,27198,29888,117491,133422,6492,6838,325097,320042,292631,286715,12672,14326,9782,8738,2872,2895,1015,1001,6125,6367,297979,292238,15146,17053,13080,12005,4263,4365,1593,1598
