UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,2,2017,9,4171639,2129785,2041854,1540942,1470471,320584,312632,34247,33302,112141,107549,6332,6123,115539,111777,1646884,1572916,382432,373423,58133,56399,154341,147680,14772,14097,1583159,1516829,1071205,1019688,291435,284478,17889,17752,106188,101937,4267,4075,92175,88899,1156126,1101462,341732,333781,33432,32684,141327,135288,10503,9925,546626,525025,469737,450783,29149,28154,16358,15550,5953,5612,2065,2048,23364,22878,490758,471454,40700,39642,24701,23715,13014,12392,4269,4172
R,2,2017,10,4178029,2134359,2043670,1551298,1479976,320124,310396,34741,33032,109821,105822,6196,6048,112179,108396,1654162,1579310,379611,368656,58173,55754,151123,144826,14451,13879,1590554,1520962,1083096,1030116,291571,282668,18156,17563,103872,100239,4215,4036,89644,86340,1165656,1109549,340028,330189,33463,32300,138311,132704,10278,9774,543805,522708,468202,449860,28553,27728,16585,15469,5949,5583,1981,2012,22535,22056,488506,469761,39583,38467,24710,23454,12812,12122,4173,4105
R,2,2017,11,4138336,2114503,2023833,1547777,1471248,310972,303575,33892,32876,108978,106968,6132,6081,106752,103085,1645527,1565569,366980,358185,56778,54788,148335,144778,13903,13469,1583393,1514998,1088988,1031613,283664,277244,17952,17662,103373,101737,4103,4152,85313,82590,1167408,1107426,329383,321902,32885,31944,136351,133463,9846,9647,531110,508835,458789,439635,27308,26331,15940,15214,5605,5231,2029,1929,21439,20495,478119,458143,37597,36283,23893,22844,11984,11315,4057,3822
R,2,2017,12,4138073,2111361,2026712,1549774,1477908,308642,300009,33438,32282,110735,110366,6126,5872,102646,100275,1643656,1569478,361736,352303,55894,54177,148982,147217,13636,13204,1591897,1527037,1099594,1045350,282316,274558,18055,17231,105183,105120,4245,4107,82504,80671,1175401,1119255,325741,317507,32959,31766,137358,136199,9825,9590,519464,499675,450180,432558,26326,25451,15383,15051,5552,5246,1881,1765,20142,19604,468255,450223,35995,34796,22935,22411,11624,11018,3811,3614
R,2,2017,13,4134736,2108594,2026142,1555543,1484351,305930,298002,32397,31842,109775,109856,5918,5664,99031,96427,1646070,1572528,356621,347712,54661,53467,146549,145468,13274,12743,1601286,1535387,1115207,1058576,280460,273416,17629,17138,104421,104713,4107,3955,79462,77589,1188119,1129813,321960,314250,32418,31649,135336,134623,9605,9232,507308,490755,440336,425775,25470,24586,14768,14704,5354,5143,1811,1709,19569,18838,457951,442715,34661,33462,22243,21818,11213,10845,3669,3511
R,2,2017,14,4115168,2098130,2017038,1548038,1478214,308110,300688,32707,31571,108894,108736,5930,5678,94451,92151,1634098,1562176,356253,348014,54502,52919,143761,142479,13148,12531,1596614,1531123,1112152,1055477,282897,276580,17770,17211,103612,103807,4159,3969,76024,74079,1181665,1123279,322459,315434,32357,31519,132946,132132,9585,9126,501516,485915,435886,422737,25213,24108,14937,14360,5282,4929,1771,1709,18427,18072,452433,438897,33794,32580,22145,21400,10815,10347,3563,3405
R,2,2017,15,4140582,2112219,2028363,1559576,1489042,315458,306598,32540,31168,106333,105393,5784,5620,92528,90542,1643866,1571477,362666,353206,54565,52925,139970,137898,12750,12398,1614534,1546986,1126437,1069856,290498,282670,17936,17250,101356,100522,4043,3893,74264,72795,1194297,1136412,329231,321010,32717,31914,129614,127837,9325,9006,497685,481377,433139,419186,24960,23928,14604,13918,4977,4871,1741,1727,18264,17747,449569,435065,33435,32196,21848,21011,10356,10061,3425,3392
R,2,2017,16,4265487,2178990,2086497,1603802,1526362,330409,320429,33307,32228,112854,111766,5961,5807,92657,89905,1688111,1608013,377288,366518,55829,54087,146689,144055,13003,12643,1673139,1599950,1162811,1102715,305246,296023,18620,17836,107724,106932,4263,4063,74475,72381,1230718,1168684,343678,333874,33874,32797,136254,134072,9593,9217,505851,486547,440991,423647,25163,24406,14687,14392,5130,4834,1698,1744,18182,17524,457393,439329,33610,32644,21955,21290,10435,9983,3410,3426
R,2,2017,17,4240257,2169069,2071188,1601978,1520928,329552,318150,33148,31946,108685,107217,5902,5573,89804,87374,1683641,1600071,375131,363060,55702,53784,140545,138043,12801,12310,1672030,1594978,1168386,1105786,304696,294367,18686,18018,103718,102482,4183,3961,72361,70364,1234416,1169675,342214,331450,34123,33000,130586,128331,9402,9066,497039,476210,433592,415142,24856,23783,14462,13928,4967,4735,1719,1612,17443,17010,449225,430396,32917,31610,21579,20784,9959,9712,3399,3244
R,2,2017,18,4237966,2166073,2071893,1600750,1520948,328364,318456,32732,31795,110297,109707,5778,5486,88152,85501,1680635,1598473,372351,361907,55082,53872,141867,139703,12838,12024,1676154,1602560,1173330,1111600,303743,295103,18461,17929,105328,104940,4145,3915,71147,69073,1238022,1174412,339993,330985,33878,33327,131958,130110,9557,8936,489919,469333,427420,409348,24621,23353,14271,13866,4969,4767,1633,1571,17005,16428,442613,424061,32358,30922,21204,20545,9909,9593,3281,3088
R,2,2017,19,4224762,2161121,2063641,1592672,1511691,327833,317545,32545,31440,117329,114827,5807,5434,84935,82704,1669540,1586503,369745,358938,54668,53175,147887,144096,12446,11738,1677107,1602790,1169750,1109186,304022,294736,18210,17956,112419,110153,4181,3917,68525,66842,1231922,1169766,338501,328915,33607,33203,138196,134838,9278,8746,484014,460851,422922,402505,23811,22809,14335,13484,4910,4674,1626,1517,16410,15862,437618,416737,31244,30023,21061,19972,9691,9258,3168,2992
R,2,2017,20,4268747,2183375,2085372,1613353,1528905,327097,319093,32689,31348,121163,119371,5936,5451,83137,81204,1688563,1602143,367301,359177,54991,53245,151243,148169,12551,11979,1698136,1626197,1188997,1127593,303374,296832,18371,17809,116342,114682,4235,3907,66817,65374,1249620,1186664,336211,329772,33716,33062,141863,138975,9332,8948,485239,459175,424356,401312,23723,22261,14318,13539,4821,4689,1701,1544,16320,15830,438943,415479,31090,29405,21275,20183,9380,9194,3219,3031
R,2,2017,21,4331180,2222005,2109175,1637905,1544973,336840,325633,32987,31175,126466,122849,6148,5866,81659,78679,1711475,1615701,375749,364127,55750,53107,156005,150766,12746,12382,1732614,1647766,1209524,1141201,312905,303216,18652,17653,121632,118109,4433,4196,65468,63391,1268584,1198355,344655,334692,34502,33072,146604,141670,9552,9291,489391,461409,428381,403772,23935,22417,14335,13522,4834,4740,1715,1670,16191,15288,442891,417346,31094,29435,21248,20035,9401,9096,3194,3091
R,2,2017,22,4423631,2271087,2152544,1664978,1567328,353760,342388,33670,32212,132539,126685,6286,6091,79854,77840,1736505,1636870,391124,379968,56812,54630,161355,154395,13190,12567,1776825,1689201,1231993,1162094,329397,319515,19281,18376,127648,122074,4555,4436,63951,62706,1289303,1218164,359730,350251,35530,34322,152097,145498,9909,9489,494262,463343,432985,405234,24363,22873,14389,13836,4891,4611,1731,1655,15903,15134,447202,418706,31394,29717,21282,20308,9258,8897,3281,3078
R,2,2017,23,4506379,2315633,2190746,1690625,1587002,368167,355219,34571,33166,139300,133454,6429,6181,76541,75724,1758756,1654351,403332,391138,57220,55740,167412,160357,13194,12737,1815291,1724967,1251509,1179184,343399,332284,19944,19364,134488,128766,4628,4534,61323,60835,1306145,1233350,371882,361502,35929,35469,158291,151509,9877,9629,500342,465779,439116,407818,24768,22935,14627,13802,4812,4688,1801,1647,15218,14889,452611,421001,31450,29636,21291,20271,9121,8848,3317,3108
R,2,2017,24,4618865,2376266,2242599,1732355,1622879,380556,364301,36126,33868,145644,141476,6637,6291,74948,73784,1798893,1688355,413658,397971,59214,56485,173562,168387,13351,12848,1866490,1771407,1284890,1209838,355316,341075,20885,19887,140778,136705,4795,4574,59826,59328,1338020,1262532,381804,368292,37184,36082,164614,159658,10084,9696,509776,471192,447465,413041,25240,23226,15241,13981,4866,4771,1842,1717,15122,14456,460873,425823,31854,29679,22030,20403,8948,8729,3267,3152
R,2,2017,25,4715078,2409727,2305351,1756315,1663074,382987,375422,37220,33902,153945,152760,7301,6676,71959,73517,1819404,1727394,413962,408559,59795,56279,181384,180727,14240,13612,1899837,1834853,1310196,1253008,357134,350421,21440,20132,148896,147617,5290,4869,56881,58806,1360001,1304447,381506,376903,37199,36009,172249,171402,10762,10293,509890,470498,446119,410066,25853,25001,15780,13770,5049,5143,2011,1807,15078,14711,459403,422947,32456,31656,22596,20270,9135,9325,3478,3319
R,2,2017,26,4803688,2448573,2355115,1791508,1701990,382222,379154,36822,33529,161639,162873,7642,6936,68740,70633,1851437,1763719,410691,410482,58531,55204,188973,190084,14553,13742,1936026,1887906,1343467,1295561,355904,353460,20843,19910,156255,157613,5507,5127,54050,56235,1390402,1344616,378022,378365,35889,35182,179596,180740,10937,10519,512547,467209,448041,406429,26318,25694,15979,13619,5384,5260,2135,1809,14690,14398,461035,419103,32669,32117,22642,20022,9377,9344,3616,3223
R,2,2017,27,4682051,2382225,2299826,1749038,1660372,365847,367854,35708,32238,160554,166546,7779,6828,63299,65988,1804354,1717927,391646,396650,55796,52647,185803,192198,14056,13232,1887418,1851619,1316325,1270368,340497,343017,19975,19258,155389,161394,5641,5092,49591,52490,1359511,1316023,360376,365736,33852,33585,176967,183383,10587,10211,494807,448207,432713,390004,25350,24837,15733,12980,5165,5152,2138,1736,13708,13498,444843,401904,31270,30914,21944,19062,8836,8815,3469,3021
R,2,2017,28,4537506,2303216,2234290,1701629,1618965,339230,346135,34455,30825,161318,169814,7492,6763,59092,61788,1753000,1672775,362650,372618,53333,49995,185321,194244,13554,12780,1821854,1801551,1280006,1241998,315155,322316,18921,18194,156406,164790,5454,5073,45912,49180,1319795,1284726,332774,343031,31751,31775,176944,185766,10265,9877,481362,432739,421623,376967,24075,23819,15534,12631,4912,5024,2038,1690,13180,12608,433205,388049,29876,29587,21582,18220,8377,8478,3289,2903
R,2,2017,29,4430470,2249354,2181116,1677875,1591843,319393,328322,33192,29909,155618,165231,7468,6612,55808,59199,1726219,1643466,341326,353277,51205,48454,178387,188748,13404,12516,1772834,1755273,1259086,1220290,296497,305254,18019,17481,150884,160540,5353,4942,42995,46766,1296108,1260991,312863,324544,30089,30443,170324,180748,10061,9643,476520,425843,418789,371553,22896,23068,15173,12428,4734,4691,2115,1670,12813,12433,430111,382475,28463,28733,21116,18011,8063,8000,3343,2873
R,2,2017,30,4381627,2220752,2160875,1666939,1584729,306879,319324,32615,29241,154086,164367,7335,6560,52898,56654,1712982,1633941,327092,343080,50102,47765,175691,186649,12838,12104,1747723,1737158,1250758,1214619,284425,296463,17471,16879,149368,159875,5185,4854,40516,44468,1285863,1253088,299214,314754,29180,29761,167814,178944,9559,9281,473029,423717,416181,370110,22454,22861,15144,12362,4718,4492,2150,1706,12382,12186,427119,380853,27878,28326,20922,18004,7877,7705,3279,2823
R,2,2017,31,4430872,2243327,2187545,1691414,1610484,304464,318127,32472,29414,155995,167657,7403,6685,51579,55178,1736103,1658349,324021,340606,49858,47559,176871,189632,12949,12403,1762549,1758938,1268129,1235551,281857,295296,16808,16905,151309,163083,5230,5079,39216,43024,1301891,1272711,296054,312228,28368,29639,169051,181851,9600,9658,480778,428607,423285,374933,22607,22831,15664,12509,4686,4574,2173,1606,12363,12154,434212,385638,27967,28378,21490,17920,7820,7781,3349,2745
R,2,2017,32,4390642,2212504,2178138,1671617,1604567,294968,313611,31759,29164,157271,170550,7140,6448,49749,53798,1714732,1651156,313326,334936,48797,47250,177577,192312,12611,12010,1738779,1750318,1253884,1229852,273155,291186,16579,16605,152596,166137,5004,4777,37561,41761,1286211,1265898,286309,307014,27848,29180,169838,184722,9312,9223,473725,427820,417733,374715,21813,22425,15180,12559,4675,4413,2136,1671,12188,12037,428521,385258,27017,27922,20949,18070,7739,7590,3299,2787
R,2,2017,33,4297954,2160061,2137893,1635309,1575142,284421,306043,31176,28636,154329,169231,6975,6469,47851,52372,1676674,1620458,301984,326332,47720,46748,174007,190361,12211,12026,1698344,1716013,1227820,1205672,263388,283920,16098,16157,149854,164974,4988,4831,36196,40459,1258890,1240502,275917,298960,27149,28737,166509,182957,9100,9233,461717,421880,407489,369470,21033,22123,15078,12479,4475,4257,1987,1638,11655,11913,417784,379956,26067,27372,20571,18011,7498,7404,3111,2793
R,2,2017,34,4380909,2197993,2182916,1667223,1610605,288422,312453,31808,29235,155175,171357,7112,6646,48253,52620,1708950,1655996,305976,332956,48814,47687,174748,192402,12479,12186,1723644,1747814,1248100,1229366,267013,289510,16408,16460,150573,166836,5087,4926,36463,40716,1279386,1264256,279485,304703,27798,29366,167158,184766,9344,9370,474349,435102,419123,381239,21409,22943,15400,12775,4602,4521,2025,1720,11790,11904,429564,391740,26491,28253,21016,18321,7590,7636,3135,2816
R,2,2017,35,4299213,2150891,2148322,1636332,1587902,281566,307686,30176,28108,149324,167677,6993,6279,46500,50670,1676427,1631563,298387,327576,46936,46065,168004,187646,12106,11684,1692619,1720771,1231604,1212817,260835,285526,15427,15627,144825,163187,4974,4590,34954,39024,1261501,1246279,272741,300204,26639,28094,160550,180159,8994,8886,458272,427551,404728,375085,20731,22160,14749,12481,4499,4490,2019,1689,11546,11646,414926,385284,25646,27372,20297,17971,7454,7487,3112,2798
R,2,2017,36,4358283,2181303,2176980,1660762,1607990,289855,317456,30872,28854,146183,165625,7119,6242,46512,50813,1700804,1651814,306808,337444,47665,47015,164877,185464,12366,11643,1711032,1741729,1244854,1225950,268952,294791,15824,16180,141494,161136,5015,4602,34893,39070,1274636,1259409,280916,309445,27058,28875,157211,178008,9175,8951,470271,435251,415908,382040,20903,22665,15048,12674,4689,4489,2104,1640,11619,11743,426168,392405,25892,27999,20607,18140,7666,7456,3191,2692
R,2,2017,37,4296737,2156264,2140473,1641282,1579474,287594,314265,30277,27915,145672,163739,6676,6189,44763,48891,1679906,1621448,303693,333454,46880,45542,163326,182861,11724,11422,1692814,1713613,1231689,1204437,266704,292150,15362,15529,141203,159403,4646,4614,33210,37480,1260094,1236365,277886,306097,26353,27883,155945,175609,8625,8808,463450,426860,409593,375037,20890,22115,14915,12386,4469,4336,2030,1575,11553,11411,419812,385083,25807,27357,20527,17659,7381,7252,3099,2614
R,2,2017,38,4026286,2007541,2018745,1531354,1491190,264587,294364,27763,26308,136584,155917,5988,5592,41265,45374,1566789,1530149,279416,311809,43145,42998,152969,173738,10498,10347,1581113,1615706,1153526,1137236,245725,273569,14409,14544,132445,151730,4260,4076,30748,34551,1179638,1166680,256100,286147,24682,26122,146195,166825,7810,7888,426428,403039,377828,353954,18862,20795,13354,11764,4139,4187,1728,1516,10517,10823,387151,363469,23316,25662,18463,16876,6774,6913,2688,2459
R,2,2017,39,4041974,2013050,2028924,1543045,1505817,261276,291927,28157,26725,134185,154291,6017,5608,40370,44556,1577653,1543891,275593,309008,43505,43408,150175,171691,10427,10302,1581309,1618675,1159689,1144260,242927,271350,14554,14919,129981,150096,4254,4129,29904,33921,1185017,1173006,252779,283555,24790,26551,143365,164873,7722,7895,431741,410249,383356,361557,18349,20577,13603,11806,4204,4195,1763,1479,10466,10635,392636,370885,22814,25453,18715,16857,6810,6818,2705,2407
R,2,2017,40,3904072,1940152,1963920,1485306,1456657,249344,280297,27092,25478,134363,153979,5664,5278,38383,42231,1518331,1492584,262527,296194,41722,41519,149683,170668,9998,9812,1522090,1562466,1113482,1101766,231742,260553,14097,14264,130261,149908,4019,3839,28489,32136,1137698,1128825,240693,271952,23953,25506,143137,163987,7425,7481,418062,401454,371824,354891,17602,19744,12995,11214,4102,4071,1645,1439,9894,10095,380633,363759,21834,24242,17769,16013,6546,6681,2573,2331
R,2,2017,41,3896433,1937676,1958757,1482060,1451746,249499,280106,26789,25413,137216,156182,5414,5202,36698,40108,1513548,1485913,262180,294935,41044,40789,151788,172112,9412,9432,1522210,1559364,1111791,1097902,232312,260731,13821,14164,133205,152113,3871,3848,27210,30606,1134848,1123747,240896,271277,23473,24995,145472,165644,7044,7235,415466,399393,370269,353844,17187,19375,12968,11249,4011,4069,1543,1354,9488,9502,378700,362166,21284,23658,17571,15794,6316,6468,2368,2197
R,2,2017,42,3963897,1974394,1989503,1517211,1482829,251029,281631,26919,25320,138692,155908,5534,5002,35009,38813,1546986,1515721,262845,295842,40824,40520,152595,171271,9508,9007,1558796,1590210,1144825,1127165,234772,263253,13878,14219,134818,152050,4014,3686,26489,29837,1167132,1152171,243062,273446,23393,25003,146747,165269,7224,6918,415598,399293,372386,355664,16257,18378,13041,11101,3874,3858,1520,1316,8520,8976,379854,363550,19783,22396,17431,15517,5848,6002,2284,2089
R,2,2017,43,3828205,1895127,1933078,1454130,1437761,241902,274717,25396,24626,135151,154034,5011,4910,33537,37030,1482613,1468986,253032,288138,38802,39206,148606,168787,8790,8871,1507620,1552306,1106658,1098372,226797,257193,13292,13985,131663,150318,3684,3651,25526,28787,1128077,1122385,234514,266969,22666,24580,143227,163036,6776,6843,387507,380772,347472,339389,15105,17524,12104,10641,3488,3716,1327,1259,8011,8243,354536,346601,18518,21169,16136,14626,5379,5751,2014,2028
R,2,2017,44,3979550,1968090,2011460,1511699,1499225,254393,288349,26162,25139,137042,156551,5051,4913,33743,37283,1540266,1530639,265163,301658,40078,40289,150570,171231,8836,8852,1577592,1626675,1161131,1156042,239352,270798,13904,14381,133460,152792,3761,3642,25984,29020,1182892,1180184,246952,280488,23824,25465,145181,165481,6808,6881,390498,384785,350568,343183,15041,17551,12258,10758,3582,3759,1290,1271,7759,8263,357374,350455,18211,21170,16254,14824,5389,5750,2028,1971
R,2,2017,45,4151095,2055862,2095233,1599840,1583056,259388,293709,25898,25358,132396,150902,5086,4721,33254,37487,1627899,1614664,269951,306841,39922,41047,145520,165340,8846,8739,1675766,1720038,1258461,1248116,244758,276838,14212,14863,128779,147317,3731,3544,25825,29360,1279996,1272597,252292,286377,24409,26517,140161,159850,6813,6853,380096,375195,341379,334940,14630,16871,11686,10495,3617,3585,1355,1177,7429,8127,347903,342067,17659,20464,15513,14530,5359,5490,2033,1886
R,2,2017,46,4371133,2163592,2207541,1693453,1679448,270896,307319,26811,26018,133043,151628,4933,4982,34456,38146,1722591,1711464,281889,320632,41643,42355,146214,166080,8944,9265,1780716,1832975,1349556,1345467,256094,290276,14968,15419,129476,147960,3655,3728,26967,30125,1372120,1370494,264027,300112,25920,27762,140869,160414,6945,7254,382876,374566,343897,333981,14802,17043,11843,10599,3567,3668,1278,1254,7489,8021,350471,340970,17862,20520,15723,14593,5345,5666,1999,2011
R,2,2017,47,4297659,2134827,2162832,1677542,1654250,264059,295913,26063,25179,129146,146676,5169,4936,32848,35878,1705298,1684270,274191,308097,40501,40926,141671,160298,9096,8983,1757430,1797630,1338415,1327747,249591,279712,14513,15117,125650,143077,3874,3782,25387,28195,1359604,1351106,256692,288575,25070,26987,136443,154790,7105,7132,377397,365202,339127,326503,14468,16201,11550,10062,3496,3599,1295,1154,7461,7683,345694,333164,17499,19522,15431,13939,5228,5508,1991,1851
R,2,2017,48,4067347,2014518,2052829,1583679,1572549,248662,278815,24986,23787,122738,139898,4459,4619,29994,33161,1608938,1600219,257636,289864,38612,38780,134079,152217,7995,8420,1665620,1713749,1270192,1269532,235076,263614,14106,14412,119639,136635,3315,3470,23292,26086,1289588,1291025,241335,271595,24259,25815,129427,147342,6214,6638,348898,339080,313487,303017,13586,15201,10880,9375,3099,3263,1144,1149,6702,7075,319350,309194,16301,18269,14353,12965,4652,4875,1781,1782
R,2,2017,49,4030169,1993015,2037154,1573949,1565453,248888,281527,24036,23811,112777,130025,4529,4476,28836,31862,1598203,1591945,257449,292211,37384,38463,123562,141569,7868,8260,1653921,1705757,1269125,1269061,235561,266527,13709,14717,109769,126975,3365,3400,22392,25077,1287703,1289673,241490,274248,23664,25945,119101,136895,6170,6555,339094,331397,304824,296392,13327,15000,10327,9094,3008,3050,1164,1076,6444,6785,310500,302272,15959,17963,13720,12518,4461,4674,1698,1705
R,2,2017,50,4049816,1996864,2052952,1582223,1586547,249699,283853,23721,23619,108690,123417,4555,4478,27976,31038,1605517,1612245,258101,294304,36962,38241,118931,134433,7973,8110,1668980,1731636,1287004,1298944,236923,269417,13917,14992,105784,120443,3442,3408,21910,24432,1304987,1318930,242763,276965,24004,26207,114606,129928,6331,6448,327884,321316,295219,287603,12776,14436,9804,8627,2906,2974,1113,1070,6066,6606,300530,293315,15338,17339,12958,12034,4325,4505,1642,1662
R,2,2017,51,4188189,2066347,2121842,1636155,1639618,261886,295166,24726,24489,110794,126719,4516,4498,28270,31352,1659663,1665578,270210,305366,38480,39570,120912,137853,7976,8214,1738123,1801733,1341270,1353594,248629,280462,14715,15718,107956,123655,3463,3490,22090,24814,1359378,1373870,254405,287850,25200,27469,116695,133222,6362,6595,328224,320109,294885,286024,13257,14704,10011,8771,2838,3064,1053,1008,6180,6538,300285,291708,15805,17516,13280,12101,4217,4631,1614,1619
R,2,2017,52,4438327,2183810,2254517,1741114,1756290,271479,307703,25328,25489,112335,128188,4581,4689,28973,32158,1765268,1782841,279718,317983,39756,41550,122648,139225,8077,8492,1859734,1934019,1449483,1469410,258747,293182,15601,16748,109475,125267,3567,3672,22861,25740,1468290,1490384,264500,300691,26743,29526,118414,134830,6493,6885,324076,320498,291631,286880,12732,14521,9727,8741,2860,2921,1014,1017,6112,6418,296978,292457,15218,17292,13013,12024,4234,4395,1584,1607
R,2,2017,53,4415721,2162595,2253126,1731239,1763655,262464,298631,24566,24958,111480,129553,4306,4539,28540,31790,1754963,1789847,270370,308457,39097,40967,121571,140506,7775,8386,1858346,1946722,1457791,1489849,250166,284709,15464,16438,108838,126693,3323,3566,22764,25467,1476505,1510560,255770,291861,26851,29246,117615,136139,6251,6799,304249,306404,273448,273806,12298,13922,9102,8520,2642,2860,983,973,5776,6323,278458,279287,14600,16596,12246,11721,3956,4367,1524,1587
R,2,2017,54,4424153,2163580,2260573,1736981,1777030,260622,297688,24129,24786,109606,125156,4277,4505,27965,31408,1760298,1802822,268222,307482,38225,40983,119558,135740,7700,8217,1871152,1964017,1473806,1511703,249025,284545,15336,16542,106991,122393,3372,3584,22622,25250,1492461,1532183,254414,291688,26615,29544,115723,131542,6316,6691,292428,296556,263175,265327,11597,13143,8793,8244,2615,2763,905,921,5343,6158,267837,270639,13808,15794,11610,11439,3835,4198,1384,1526
R,2,2017,55,4406079,2150889,2255190,1744691,1789744,253290,292123,23486,24482,97535,113973,4196,4224,27691,30644,1767745,1814833,260700,301692,37791,40642,107303,124137,7552,7823,1875915,1976071,1497244,1539996,242457,279827,15279,16741,95178,111358,3375,3366,22382,24783,1515683,1560058,247732,286833,26729,29882,103706,120154,6223,6375,274974,279119,247447,249748,10833,12296,8207,7741,2357,2615,821,858,5309,5861,252062,254775,12968,14859,11062,10760,3597,3983,1329,1448
R,2,2017,56,4489392,2185697,2303695,1768722,1824204,260302,299721,23490,24625,101435,120474,4140,4334,27608,30337,1791785,1849038,267564,308863,37876,40732,111073,130619,7446,7923,1913226,2024297,1523566,1573593,249593,287489,15244,17111,99013,117827,3330,3502,22480,24775,1542124,1593640,254834,294309,26848,30274,107519,126632,6121,6552,272471,279398,245156,250611,10709,12232,8246,7514,2422,2647,810,832,5128,5562,249661,255398,12730,14554,11028,10458,3554,3987,1325,1371
R,2,2017,57,4457902,2174101,2283801,1763686,1811903,257149,296908,22895,24011,99427,117430,4108,4055,26836,29494,1786076,1836065,264106,305934,36921,39843,108955,127045,7306,7501,1913472,2017562,1529127,1573595,246827,284994,15134,16727,97147,114921,3301,3282,21936,24043,1547282,1593033,251832,291714,26513,29700,105512,123270,6002,6198,260629,266239,234559,238308,10322,11914,7761,7284,2280,2509,807,773,4900,5451,238794,243032,12274,14220,10408,10143,3443,3775,1304,1303
R,2,2017,58,4289490,2079137,2210353,1691748,1759742,242722,282286,20867,22547,95103,114179,3693,3848,25004,27751,1712551,1782485,249217,290543,34310,37770,103671,123188,6559,6959,1844819,1964467,1481105,1539367,233082,271280,14060,15893,93021,111897,2990,3148,20561,22882,1498054,1557945,237782,277461,25097,28540,100589,119757,5428,5818,234318,245886,210643,220375,9640,11006,6807,6654,2082,2282,703,700,4443,4869,214497,224540,11435,13082,9213,9230,3082,3431,1131,1141
R,2,2017,59,4306439,2082319,2224120,1700968,1779474,237947,278655,20929,22229,94095,112806,3579,3746,24801,27210,1721491,1801713,244401,286799,34361,37435,102595,121362,6467,6827,1855053,1983500,1496559,1563382,228836,268088,14091,15853,92107,110741,2923,3028,20537,22408,1513390,1581480,233591,274182,25198,28489,99674,118201,5384,5664,227266,240620,204409,216092,9111,10567,6838,6376,1988,2065,656,718,4264,4802,208101,220233,10810,12617,9163,8946,2921,3161,1083,1163
R,2,2017,60,4177961,2010857,2167104,1645329,1732378,227773,272648,19760,21342,91256,110944,3386,3493,23353,26299,1664763,1753986,233866,280441,32609,36328,99025,119000,6054,6467,1797892,1938596,1454018,1527471,219061,262415,13339,15300,89382,108800,2742,2899,19350,21711,1469961,1545102,223506,268229,23984,27841,96302,115812,5050,5431,212965,228508,191311,204907,8712,10233,6421,6042,1874,2144,644,594,4003,4588,194802,208884,10360,12212,8625,8487,2723,3188,1004,1036
R,2,2017,61,4071610,1954111,2117499,1602587,1696979,217130,260958,18989,20604,89801,110499,3170,3473,22434,24986,1621228,1717323,222901,268396,31318,34785,97270,118292,5744,6265,1750046,1895633,1419159,1497650,208691,251275,12940,14822,88012,108460,2617,2837,18627,20589,1434480,1514208,212877,256817,23197,26675,94657,115234,4848,5214,204065,221866,183428,199329,8439,9683,6049,5782,1789,2039,553,636,3807,4397,186748,203115,10024,11579,8121,8110,2613,3058,896,1051
R,2,2017,62,4018298,1922803,2095495,1582993,1686425,209520,253669,17982,19505,87908,108686,3091,3308,21309,23902,1600641,1705898,214962,260737,29926,33141,94937,115976,5529,6057,1730130,1883201,1408994,1494691,201763,244752,12611,14375,86256,106822,2566,2742,17940,19819,1423712,1510601,205800,250065,22726,25858,92549,113224,4679,5117,192673,212294,173999,191734,7757,8917,5371,5130,1652,1864,525,566,3369,4083,176929,195297,9162,10672,7200,7283,2388,2752,850,940
R,2,2017,63,3789659,1802603,1987056,1495014,1610114,188565,234115,16431,17906,80296,99816,2699,2983,19598,22122,1511352,1628160,193420,240539,27680,30776,86554,106494,4886,5488,1629505,1793799,1338801,1435567,181453,225960,11583,13220,78876,98139,2239,2484,16553,18429,1352519,1450409,185043,230778,21179,24089,84462,104041,4151,4684,173098,193257,156213,174547,7112,8155,4848,4686,1420,1677,460,499,3045,3693,158833,177751,8377,9761,6501,6687,2092,2453,735,804
