UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2016,20,4309730,2211842,2097888,1634377,1540908,336602,324605,32966,31169,120854,117216,6043,5786,81000,78204,1707315,1611169,375221,362930,55596,53038,150135,144887,12614,12281,1727152,1640624,1210157,1140872,312880,302363,18725,17673,116040,112494,4354,4136,64996,63086,1268759,1197735,344476,333787,34510,33076,140771,135823,9449,9207,484690,457264,424220,400036,23722,22242,14241,13496,4814,4722,1689,1650,16004,15118,438556,413434,30745,29143,21086,19962,9364,9064,3165,3074
R,1,2016,21,4397847,2258314,2139533,1661824,1563251,353344,341932,33582,32213,124542,118908,6148,6022,78874,77207,1732488,1632255,390246,379196,56390,54575,153048,146271,12975,12437,1768739,1681060,1232818,1162388,329227,319250,19320,18436,119679,114330,4453,4384,63242,62272,1289527,1218087,359266,349824,35339,34366,143846,137454,9741,9376,489575,458473,429006,400863,24117,22682,14262,13777,4863,4578,1695,1638,15632,14935,442961,414168,30980,29372,21051,20209,9202,8817,3234,3061
R,1,2016,22,4475979,2301916,2174063,1687504,1581313,367378,353835,34533,33078,130834,124804,6329,6028,75338,75005,1754554,1648042,402033,389407,56763,55510,158563,151404,12962,12510,1806714,1713936,1252740,1178439,342870,331231,19977,19398,126068,120127,4518,4394,60541,60347,1306682,1232211,371109,360221,35691,35446,149542,142611,9672,9440,495202,460127,434764,402874,24508,22604,14556,13680,4766,4677,1811,1634,14797,14658,447872,415831,30924,29186,21072,20064,9021,8793,3290,3070
R,1,2016,23,4599363,2367994,2231369,1732658,1621793,379851,363444,36262,33872,138468,132778,6497,6169,74258,73313,1798571,1686850,412574,396853,59148,56438,166201,159481,13160,12708,1861448,1763924,1287926,1212223,354932,340306,20971,19918,133604,128043,4666,4472,59349,58962,1340613,1264597,381209,367369,37150,36082,157260,150787,9908,9565,506546,467445,444732,409570,24919,23138,15291,13954,4864,4735,1831,1697,14909,14351,457958,422253,31365,29484,21998,20356,8941,8694,3252,3143
R,1,2016,24,4686285,2395682,2290603,1751167,1658340,381892,374655,37057,33735,147595,144336,7272,6612,70699,72925,1813102,1722110,412445,407511,59143,55968,174563,172090,14120,13519,1891866,1826103,1310426,1253863,356272,349785,21395,20110,142550,139183,5255,4809,55968,58353,1359400,1304876,380405,376085,36830,35906,165466,162745,10663,10222,503816,464500,440741,404477,25620,24870,15662,13625,5045,5153,2017,1803,14731,14572,453702,417234,32040,31426,22313,20062,9097,9345,3457,3297
R,1,2016,25,4775168,2435793,2339375,1788378,1698143,380153,376796,36796,33471,155231,154230,7596,6888,67639,69847,1847364,1759233,408128,407772,58182,54966,182184,181061,14356,13607,1927054,1877226,1343554,1296158,354081,351355,20834,19926,149869,149055,5456,5073,53260,55659,1389829,1344770,375895,376040,35663,35073,172878,171852,10766,10371,508739,462149,444824,401985,26072,25441,15962,13545,5362,5175,2140,1815,14379,14188,457535,414463,32233,31732,22519,19893,9306,9209,3590,3236
R,1,2016,26,4630842,2358513,2272329,1737253,1647266,362195,363740,35485,31908,153640,157504,7678,6714,62262,65197,1791703,1704152,387544,392187,55327,52162,178406,182771,13847,13020,1870952,1831550,1310852,1263663,337242,339385,19870,19135,148540,152412,5571,5008,48877,51947,1353472,1308856,356842,361941,33627,33399,169681,174048,10437,10059,487561,440779,426401,383603,24953,24355,15615,12773,5100,5092,2107,1706,13385,13250,438231,395296,30702,30246,21700,18763,8725,8723,3410,2961
R,1,2016,27,4501783,2286414,2215369,1695757,1612740,335781,342383,34410,30828,154907,161546,7376,6746,58183,61126,1746346,1665983,358823,368538,53036,49857,178493,185700,13346,12711,1808623,1786857,1277036,1239541,312113,318837,18918,18201,150013,156563,5346,5045,45197,48670,1316221,1281860,329510,339307,31547,31694,170168,177275,10080,9803,477791,428512,418721,373199,23668,23546,15492,12627,4894,4983,2030,1701,12986,12456,430125,384123,29313,29231,21489,18163,8325,8425,3266,2908
R,1,2016,28,4391261,2230830,2160431,1670218,1582538,316205,324994,32997,29713,149064,158018,7406,6519,54940,58649,1717839,1633716,337813,349701,50812,48188,171403,181207,13250,12367,1759773,1739891,1256043,1215596,293723,302305,17932,17413,144353,153372,5302,4854,42420,46351,1292601,1255958,309939,321474,29925,30339,163407,173285,9938,9494,471057,420540,414175,366942,22482,22689,15065,12300,4711,4646,2104,1665,12520,12298,425238,377758,27874,28227,20887,17849,7996,7922,3312,2873
R,1,2016,29,4357552,2209104,2148448,1663957,1581314,304502,317221,32552,29224,148393,158046,7310,6529,52390,56114,1709581,1630016,324423,340713,49956,47657,169760,180111,12775,12033,1739747,1728714,1250887,1214675,282378,294622,17442,16885,143701,153575,5163,4822,40176,44135,1285731,1252828,297028,312801,29103,29733,161903,172445,9503,9230,469357,419734,413070,366639,22124,22599,15110,12339,4692,4471,2147,1707,12214,11979,423850,377188,27395,27912,20853,17924,7857,7666,3272,2803
R,1,2016,30,4415382,2235742,2179640,1691325,1609819,303024,316784,32482,29449,150436,162019,7343,6627,51132,54942,1735636,1657510,322451,339056,49857,47580,171032,183919,12788,12340,1757144,1753820,1269920,1237237,280592,294236,16832,16957,145792,157454,5161,5025,38847,42911,1303373,1274334,294714,311067,28397,29716,163264,176161,9434,9592,478598,425820,421405,372582,22432,22548,15650,12492,4644,4565,2182,1602,12285,12031,432263,383176,27737,27989,21460,17864,7768,7758,3354,2748
R,1,2016,31,4358619,2195853,2162766,1663761,1597216,292172,311307,31722,29046,151903,165416,7029,6356,49266,53425,1706481,1643440,310312,332464,48660,47062,171957,187021,12470,11905,1727295,1739330,1250541,1226341,270772,289128,16587,16563,147250,161038,4915,4701,37230,41559,1282615,1262197,283824,304899,27813,29128,164253,179466,9187,9137,468558,423436,413220,370875,21400,22179,15135,12483,4653,4378,2114,1655,12036,11866,423866,381243,26488,27565,20847,17934,7704,7555,3283,2768
R,1,2016,32,4281440,2152069,2129371,1633857,1573167,283050,304692,31205,28576,149454,164477,6918,6406,47585,52053,1674980,1618196,300524,324811,47715,46667,168961,185450,12120,11945,1693370,1710374,1229027,1206174,262276,282759,16121,16157,145014,160239,4926,4776,36006,40269,1259927,1240831,274768,297759,27165,28755,161502,178060,9014,9157,458699,418997,404830,366993,20774,21933,15084,12419,4440,4238,1992,1630,11579,11784,415053,377365,25756,27052,20550,17912,7459,7390,3106,2788
R,1,2016,33,4368239,2192655,2175584,1667067,1608819,287569,311331,31870,29207,151164,167274,7034,6606,47951,52347,1708553,1653981,304987,331728,48871,47652,170543,188128,12390,12101,1719937,1743052,1249431,1229820,266250,288574,16441,16473,146550,162731,5013,4872,36252,40582,1280564,1264617,278665,303759,27831,29403,162949,180495,9255,9281,472718,432532,417636,378999,21319,22757,15429,12734,4614,4543,2021,1734,11699,11765,427989,389364,26322,27969,21040,18249,7594,7633,3135,2820
R,1,2016,34,4274241,2138627,2135614,1631415,1582169,279633,306074,30083,27997,144529,162895,6874,6175,46093,50304,1671166,1625536,296275,325829,46795,45870,162990,182661,11920,11566,1684717,1712586,1230442,1211070,259192,284147,15408,15640,140081,158441,4873,4493,34721,38795,1260154,1244367,271044,298792,26614,28074,155629,175218,8839,8772,453910,423028,400973,371099,20441,21927,14675,12357,4448,4454,2001,1682,11372,11509,411012,381169,25231,27037,20181,17796,7361,7443,3081,2794
R,1,2016,35,4369819,2189628,2180191,1669778,1612672,291432,318503,31123,28960,143652,163079,7104,6246,46539,50731,1709846,1656384,308370,338397,47973,47189,162331,182879,12388,11648,1717140,1744849,1251913,1230496,270495,295889,15923,16259,138934,158562,4981,4591,34894,39052,1281699,1263907,282471,310525,27184,29036,154604,175381,9169,8940,472488,435342,417865,382176,20937,22614,15200,12701,4718,4517,2123,1655,11645,11679,428147,392477,25899,27872,20789,18153,7727,7498,3219,2708
R,1,2016,36,4255980,2135640,2120340,1628743,1567261,284294,311191,30062,27724,141758,159727,6541,6032,44242,48405,1666928,1608816,300186,330193,46526,45236,159150,178608,11521,11215,1678922,1699229,1225051,1197317,263785,289392,15299,15462,137351,155461,4557,4488,32879,37109,1253181,1228936,274868,303196,26233,27741,151879,171461,8482,8645,456718,421111,403692,369944,20509,21799,14763,12262,4407,4266,1984,1544,11363,11296,413747,379880,25318,26997,20293,17495,7271,7147,3039,2570
R,1,2016,37,4015112,2002707,2012405,1530096,1489309,263803,293068,27731,26299,134079,153090,5978,5547,41020,45092,1565313,1528012,278519,310379,43054,42947,150367,170779,10439,10273,1577123,1611040,1152953,1136791,245052,272472,14400,14524,129919,148848,4252,4045,30547,34360,1178880,1166057,255379,284979,24634,26080,143545,163826,7755,7838,425584,401365,377143,352518,18751,20596,13331,11775,4160,4242,1726,1502,10473,10732,386433,361955,23140,25400,18420,16867,6822,6953,2684,2435
R,1,2016,38,4035153,2010193,2024960,1543363,1505167,260705,291353,28260,26797,131763,151685,5938,5646,40164,44312,1577812,1543010,274931,308339,43650,43443,147590,168968,10344,10333,1580151,1616627,1161447,1145217,242518,270933,14650,15010,127553,147524,4211,4147,29772,33796,1186680,1173844,252335,283135,24938,26639,140802,162199,7667,7906,430042,408333,381916,359950,18187,20420,13610,11787,4210,4161,1727,1499,10392,10516,391132,369166,22596,25204,18712,16804,6788,6769,2677,2427
R,1,2016,39,3888770,1933747,1955023,1481972,1452183,248162,278653,27117,25403,132661,151548,5632,5186,38203,42050,1514826,1487952,261178,294423,41690,41440,147975,168161,9972,9698,1517492,1555772,1111665,1099116,230724,259136,14116,14217,128578,147501,3987,3771,28422,32031,1135822,1126084,239605,270468,23935,25482,141458,161512,7397,7390,416255,399251,370307,353067,17438,19517,13001,11186,4083,4047,1645,1415,9781,10019,379004,361868,21573,23955,17755,15958,6517,6649,2575,2308
R,1,2016,40,3902485,1942768,1959717,1487531,1454150,250195,280367,26910,25516,136311,154646,5409,5177,36412,39861,1518740,1488102,262777,295059,41148,40821,150724,170498,9362,9383,1527266,1561674,1117009,1101231,233122,261252,13890,14260,132312,150606,3864,3826,27069,30499,1139919,1127003,241704,271748,23561,25049,144444,164083,7012,7192,415502,398043,370522,352919,17073,19115,13020,11256,3999,4040,1545,1351,9343,9362,378821,361099,21073,23311,17587,15772,6280,6415,2350,2191
R,1,2016,41,3951952,1968678,1983274,1514607,1480312,250143,280864,26921,25297,136707,153178,5487,4960,34813,38663,1544201,1513047,261839,294981,40771,40510,150534,168471,9470,8955,1555464,1586206,1144189,1126519,234108,262680,13935,14212,132852,149342,3983,3647,26397,29806,1166426,1151475,242367,272870,23417,25056,144719,162502,7191,6873,413214,397068,370418,353793,16035,18184,12986,11085,3855,3836,1504,1313,8416,8857,377775,361572,19472,22111,17354,15454,5815,5969,2279,2082
R,1,2016,42,3831513,1897320,1934193,1457342,1440196,242157,274997,25387,24643,133911,152595,4985,4913,33538,36849,1485807,1471251,253262,288307,38826,39197,147373,167281,8743,8854,1511149,1555356,1110907,1102397,227259,257689,13307,14041,130437,148863,3656,3656,25583,28710,1132357,1126334,234982,267443,22741,24642,142017,161525,6738,6833,386171,378837,346435,337799,14898,17308,12080,10602,3474,3732,1329,1257,7955,8139,353450,344917,18280,20864,16085,14555,5356,5756,2005,2021
R,1,2016,43,4000047,1979784,2020263,1522444,1507827,255916,289592,26407,25208,136159,155507,5047,4931,33811,37198,1551067,1539135,266658,302830,40425,40390,149705,170166,8841,8877,1588393,1635578,1171012,1164511,240958,272141,14035,14469,132561,151767,3744,3659,26083,29031,1192861,1188635,248582,281815,24056,25608,144290,164453,6793,6909,391391,384685,351432,343316,14958,17451,12372,10739,3598,3740,1303,1272,7728,8167,358206,350500,18076,21015,16369,14782,5415,5713,2048,1968
R,1,2016,44,4171901,2067520,2104381,1612343,1593118,260398,294639,25971,25496,130445,148917,5061,4699,33302,37512,1640416,1624752,270937,307763,40048,41264,143592,163309,8852,8730,1687853,1730599,1271220,1259387,245844,277924,14321,14984,126829,145347,3697,3531,25942,29426,1292834,1283943,253418,287494,24595,26723,138232,157827,6813,6841,379667,373782,341123,333731,14554,16715,11650,10512,3616,3570,1364,1168,7360,8086,347582,340809,17519,20269,15453,14541,5360,5482,2039,1889
R,1,2016,45,4391081,2176741,2214340,1704609,1686276,272971,307983,27067,26051,132617,150944,4948,4980,34529,38106,1733787,1718217,283978,321248,42021,42431,145739,165374,8975,9288,1791753,1840309,1358796,1352620,258139,291036,15105,15472,129019,147275,3664,3729,27030,30177,1381387,1377661,266106,300911,26148,27873,140358,159710,6968,7274,384988,374031,345813,333656,14832,16947,11962,10579,3598,3669,1284,1251,7499,7929,352400,340556,17872,20337,15873,14558,5381,5664,2007,2014
R,1,2016,46,4277992,2125456,2152536,1672389,1648559,262163,293917,25925,25089,127387,144520,5087,4884,32505,35567,1699883,1678340,272118,305939,40282,40775,139772,158001,8982,8885,1750956,1790165,1335711,1324518,247875,277914,14511,15091,123913,140948,3816,3735,25130,27959,1356711,1347700,254856,286682,25014,26915,134583,152534,7018,7049,374500,362371,336678,324041,14288,16003,11414,9998,3474,3572,1271,1149,7375,7608,343172,330640,17262,19257,15268,13860,5189,5467,1964,1836
R,1,2016,47,4071619,2019159,2052460,1587151,1572471,250302,279609,25194,23837,122115,138900,4423,4579,29974,33064,1612341,1600041,259302,290595,38832,38824,133451,151166,7958,8392,1669257,1713487,1272760,1269456,236687,264447,14214,14478,119028,135629,3285,3438,23283,26039,1292103,1290886,242977,272402,24381,25897,128810,146299,6186,6618,349902,338973,314391,303015,13615,15162,10980,9359,3087,3271,1138,1141,6691,7025,320238,309155,16325,18193,14451,12927,4641,4867,1772,1774
R,1,2016,48,4041365,1999729,2041636,1581033,1571118,249802,282295,24051,23871,111516,128138,4516,4422,28811,31792,1605264,1597541,258313,292992,37452,38568,122252,139581,7873,8186,1662117,1711938,1277437,1276256,236635,267404,13789,14797,108503,125109,3354,3364,22399,25008,1296020,1296796,242547,275139,23799,26077,117791,134915,6175,6497,337612,329698,303596,294862,13167,14891,10262,9074,3013,3029,1162,1058,6412,6784,309244,300745,15766,17853,13653,12491,4461,4666,1698,1689
R,1,2016,49,4064056,2006092,2057964,1589907,1591049,251625,285279,23828,23669,108217,122455,4520,4468,27995,31044,1613191,1616731,260039,295715,37140,38360,118420,133435,7949,8116,1677431,1737285,1293876,1303952,238903,270930,14002,15072,105307,119476,3408,3414,21935,24441,1311859,1323923,244769,278472,24146,26348,114086,128934,6305,6466,328661,320679,296031,287097,12722,14349,9826,8597,2910,2979,1112,1054,6060,6603,301332,292808,15270,17243,12994,12012,4334,4501,1644,1650
R,1,2016,50,4228056,2089063,2138993,1655299,1654168,265000,297569,25086,24763,110616,126459,4545,4504,28517,31530,1678999,1680263,273369,307797,38995,39935,120834,137665,8027,8246,1758434,1818081,1358227,1367381,251640,282899,14984,15946,107771,123382,3490,3487,22322,24986,1376515,1387786,257470,290325,25597,27766,116604,133017,6411,6624,330629,320912,297072,286787,13360,14670,10102,8817,2845,3077,1055,1017,6195,6544,302484,292477,15899,17472,13398,12169,4230,4648,1616,1622
