UNIVERSE,MONTH,YEAR,AGE,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
R,1,2019,15,4154220,2118323,2035897,1560600,1489038,307632,299802,32441,31871,112807,113124,6032,5703,98811,96359,1650889,1577113,358176,349439,54694,53524,149506,148738,13388,12799,1605386,1539805,1115252,1058457,281776,274919,17580,17106,107443,107955,4198,4003,79137,77365,1187825,1129457,323044,315565,32317,31596,138308,137826,9704,9312,512937,496092,445348,430581,25856,24883,14861,14765,5364,5169,1834,1700,19674,18994,463064,447656,35132,33874,22377,21928,11198,10912,3684,3487
R,1,2019,16,4145580,2113451,2032129,1556328,1485947,311063,303927,32871,31720,112600,112497,6016,5764,94573,92274,1642497,1569992,359226,351319,54770,53157,147500,146236,13234,12611,1604460,1539791,1113836,1057444,285408,279472,17784,17233,107260,107566,4233,4033,75939,74043,1183249,1125184,324854,318245,32380,31555,136616,135920,9675,9186,508991,492338,442492,428503,25655,24455,15087,14487,5340,4931,1783,1731,18634,18231,459248,444808,34372,33074,22390,21602,10884,10316,3559,3425
R,1,2019,17,4179594,2132582,2047012,1570989,1498550,318528,309896,32702,31308,111611,110646,5842,5685,92910,90927,1655578,1581339,365914,356612,54798,53126,145451,143369,12844,12509,1626088,1558967,1130024,1073328,293030,285616,17942,17298,106600,105735,4104,3952,74388,73038,1197939,1140090,331742,323964,32742,31983,135036,133276,9402,9107,506494,488045,440965,425222,25498,24280,14760,14010,5011,4911,1738,1733,18522,17889,457639,441249,34172,32648,22056,21143,10415,10093,3442,3402
R,1,2019,18,4320023,2207676,2112347,1618861,1538321,335050,325191,33654,32504,120599,119754,6056,5898,93456,90679,1703864,1620607,382202,371642,56398,54532,154829,152447,13121,12786,1691297,1618090,1168538,1107883,309330,300388,18686,17921,115397,114852,4346,4137,75000,72909,1236878,1174268,347853,338414,34024,32965,144320,142360,9717,9332,516379,494257,450323,430438,25720,24803,14968,14583,5202,4902,1710,1761,18456,17770,466986,446339,34349,33228,22374,21567,10509,10087,3404,3454
R,1,2019,19,4267732,2183253,2084479,1606454,1524370,330373,319381,33153,31935,117184,115793,5983,5640,90106,87360,1688300,1603451,375996,364185,55697,53767,149337,146729,12982,12401,1679405,1603192,1166838,1104636,305148,295287,18542,17998,112181,111051,4258,4029,72438,70191,1232835,1168302,342520,332123,33916,32935,139358,137024,9565,9172,503848,481287,439616,419734,25225,24094,14611,13937,5003,4742,1725,1611,17668,17169,455465,435149,33476,32062,21781,20832,9979,9705,3417,3229
R,1,2019,20,4281618,2187983,2093635,1610119,1529849,331579,322137,32902,31905,118645,118131,5923,5637,88815,85976,1690556,1607792,375764,365759,55356,54079,150608,148352,13036,12185,1689049,1617102,1174790,1114080,306543,298426,18369,17920,113602,113352,4246,4033,71499,69291,1239735,1177066,342773,334279,33779,33330,140614,138749,9712,9074,498934,476533,435329,415769,25036,23711,14533,13985,5043,4779,1677,1604,17316,16685,450821,430726,32991,31480,21577,20749,9994,9603,3324,3111
R,1,2019,21,4256007,2175894,2080113,1597681,1517663,329208,319932,32637,31458,125353,122631,5961,5538,85054,82891,1674623,1592613,371053,361363,54826,53263,156079,152022,12605,11868,1684955,1613205,1168792,1109709,305064,296866,18119,17921,120363,117927,4270,4003,68347,66779,1230762,1170181,339251,330898,33491,33157,146290,142719,9373,8852,490939,466908,428889,407954,24144,23066,14518,13537,4990,4704,1691,1535,16707,16112,443861,422432,31802,30465,21335,20106,9789,9303,3232,3016
R,1,2019,22,4312824,2204590,2108234,1621450,1538149,329016,322083,32801,31422,131656,129376,6099,5623,83568,81581,1697026,1611661,369352,362250,55193,53375,161951,158487,12756,12212,1711852,1642373,1190330,1130847,304996,299499,18340,17782,126823,124662,4350,4056,67013,65527,1251083,1189992,337783,332351,33684,33023,152575,149246,9491,9160,492738,465861,431120,407302,24020,22584,14461,13640,4833,4714,1749,1567,16555,16054,445943,421669,31569,29899,21509,20352,9376,9241,3265,3052
R,1,2019,23,4380202,2245211,2134991,1644466,1553962,339918,328981,33129,31372,139329,135481,6341,6040,82028,79155,1718284,1625016,378975,367675,56074,53404,169021,163675,12991,12628,1748234,1665815,1209559,1143295,315478,306157,18629,17679,134457,130707,4590,4358,65521,63619,1268561,1200556,347136,337648,34570,33110,159574,154532,9758,9512,496977,469176,434907,410667,24440,22824,14500,13693,4872,4774,1751,1682,16507,15536,449723,424460,31839,30027,21504,20294,9447,9143,3233,3116
R,1,2019,24,4472577,2292282,2180295,1670809,1577190,356460,345951,33677,32414,144681,140214,6471,6309,80184,78217,1742595,1647029,393869,383577,56913,54968,173716,168173,13412,12824,1791065,1709677,1231745,1165392,331600,322726,19231,18458,139773,135586,4735,4634,63981,62881,1289029,1221546,361747,353375,35476,34451,164442,159271,10124,9720,501217,470618,439064,411798,24860,23225,14446,13956,4908,4628,1736,1675,16203,15336,453566,425483,32122,30202,21437,20517,9274,8902,3288,3104
R,1,2019,25,4550764,2334086,2216678,1696300,1595986,369987,357902,34584,33259,149854,147262,6614,6332,76747,75937,1764563,1663480,405142,393777,57220,55818,178224,174462,13403,12914,1827787,1744358,1252030,1182119,344732,334716,19892,19398,145027,142510,4784,4658,61322,60957,1306608,1236356,373035,363756,35795,35476,169097,165573,10066,9797,506299,472320,444270,413867,25255,23186,14692,13861,4827,4752,1830,1674,15425,14980,457955,427124,32107,30021,21425,20342,9127,8889,3337,3117
R,1,2019,26,4672807,2398626,2274181,1742069,1636676,382436,367793,36290,34039,155439,155011,6725,6414,75667,74248,1809192,1702496,415675,401540,59571,56728,183818,182300,13526,13050,1881503,1794835,1288216,1216477,356822,343995,20895,19904,150534,150175,4893,4691,60143,59593,1341550,1269329,383181,371151,37252,36106,174791,173501,10247,9878,517123,479346,453853,420199,25614,23798,15395,14135,4905,4836,1832,1723,15524,14655,467642,433167,32494,30389,22319,20622,9027,8799,3279,3172
R,1,2019,27,4757537,2424529,2333008,1759962,1672927,384540,379425,37093,33872,163313,166144,7468,6799,72153,73841,1823116,1737428,415607,412658,59574,56214,190984,194453,14485,13797,1910606,1856674,1310571,1257936,358262,353886,21276,20067,158249,160874,5436,4990,56812,58921,1360205,1309357,382493,380275,36884,35876,181823,184974,10975,10488,513923,476334,449391,414991,26278,25539,15817,13805,5064,5270,2032,1809,15341,14920,462911,428071,33114,32383,22690,20338,9161,9479,3510,3309
R,1,2019,28,4843775,2463628,2380147,1796756,1711912,383095,381866,36784,33624,170331,174982,7756,7050,68906,70713,1856800,1773720,411564,413225,58422,55227,197939,202307,14659,13855,1945148,1906490,1343565,1299779,356422,355725,20682,19887,164947,169714,5571,5226,53961,56159,1390381,1348766,378326,380487,35581,35041,188557,192987,10990,10603,518480,473657,453191,412133,26673,26141,16102,13737,5384,5268,2185,1824,14945,14554,466419,424954,33238,32738,22841,20186,9382,9320,3669,3252
R,1,2019,29,4694749,2384615,2310134,1744597,1660046,365108,368693,35489,32038,168190,176498,7852,6831,63379,66028,1800004,1717620,390877,397499,55519,52395,193553,202248,14131,13218,1887851,1858528,1310309,1266895,339498,343657,19754,19085,163072,171345,5696,5124,49522,52422,1353428,1312447,359166,366279,33545,33361,184808,193434,10659,10249,496764,451606,434288,393151,25610,25036,15735,12953,5118,5153,2156,1707,13857,13606,446576,405173,31711,31220,21974,19034,8745,8814,3472,2969
R,1,2019,30,4560283,2310978,2249305,1702082,1624212,339014,347110,34368,30910,168859,178322,7479,6871,59176,61880,1753506,1678090,362473,373595,53156,50026,192980,202913,13550,12890,1824433,1810694,1275933,1242171,314609,322848,18803,18126,163925,173296,5434,5172,45729,49081,1315530,1284805,332060,343369,31456,31614,184584,194421,10249,9983,486545,438611,426149,382041,24405,24262,15565,12784,4934,5026,2045,1699,13447,12799,437976,393285,30413,30226,21700,18412,8396,8492,3301,2907
R,1,2019,31,4444279,2253855,2190424,1675523,1592812,319588,329189,32944,29780,162510,172718,7483,6651,55807,59274,1723866,1644514,341586,354195,50880,48349,185308,196229,13413,12553,1774588,1760426,1254361,1217609,296392,305819,17821,17348,157742,168029,5371,4990,42901,46631,1291284,1258179,312676,325013,29830,30267,177237,188239,10081,9678,479267,429998,421162,375203,23196,23370,15123,12432,4768,4689,2112,1661,12906,12643,432582,386335,28910,29182,21050,18082,8071,7990,3332,2875
R,1,2019,32,4405451,2230394,2175057,1668438,1590104,307879,321033,32462,29273,161158,171342,7396,6660,53061,56645,1714611,1639264,328105,344809,49917,47797,182943,193638,12925,12200,1753363,1746503,1248716,1215772,285108,297811,17292,16824,156409,166847,5257,4946,40581,44303,1283855,1254040,299815,315985,28945,29654,175031,185931,9663,9386,477031,428554,419722,374332,22771,23222,15170,12449,4749,4495,2139,1714,12480,12342,430756,385224,28290,28824,20972,18143,7912,7707,3262,2814
R,1,2019,33,4457801,2254379,2203422,1694897,1617461,305840,320281,32370,29527,162107,173918,7463,6780,51702,55455,1739660,1665590,325497,342824,49747,47735,183098,196037,12987,12528,1768702,1769234,1267279,1237614,282834,297168,16686,16879,157414,169343,5290,5163,39199,43067,1300983,1274812,296990,313984,28211,29617,175274,188255,9637,9766,485677,434188,427618,379847,23006,23113,15684,12648,4693,4575,2173,1617,12503,12388,438677,390778,28507,28840,21536,18118,7824,7782,3350,2762
R,1,2019,34,4396108,2211633,2184475,1665881,1604101,294702,314574,31538,29149,162540,176163,7185,6498,49787,53990,1709026,1650812,313071,336026,48481,47229,182935,198050,12687,12090,1736656,1752949,1247064,1226263,272756,291846,16398,16490,157848,171758,5069,4822,37521,41770,1279352,1262272,285829,307619,27574,29024,175187,190448,9407,9298,474977,431526,418817,377838,21946,22728,15140,12659,4692,4405,2116,1676,12266,12220,429674,388540,27242,28407,20907,18205,7748,7602,3280,2792
R,1,2019,35,4313583,2164453,2149130,1634278,1579444,285258,307638,30989,28633,158847,174239,7079,6545,48002,52631,1675777,1624978,302920,328046,47488,46784,178624,195506,12305,12121,1700601,1722347,1224898,1205711,264060,285183,15970,16065,154391,169971,5064,4907,36218,40510,1255978,1240552,276557,300194,26972,28635,171139,188067,9176,9324,463852,426783,409380,373733,21198,22455,15019,12568,4456,4268,2015,1638,11784,12121,419799,384426,26363,27852,20516,18149,7485,7439,3129,2797
R,1,2019,36,4393433,2201351,2192082,1665524,1613686,289280,313746,31610,29226,159420,175803,7201,6756,48316,52865,1707324,1659301,306893,334404,48594,47715,179021,196930,12588,12302,1724669,1752548,1244463,1228542,267587,290582,16259,16367,154791,171243,5150,5022,36419,40792,1275717,1263499,280007,305772,27600,29262,171414,189260,9429,9473,476682,439534,421061,385144,21693,23164,15351,12859,4629,4560,2051,1734,11897,12073,431607,395802,26886,28632,20994,18453,7607,7670,3159,2829
R,1,2019,37,4292479,2144238,2148241,1628303,1584945,280930,308152,29861,27975,151722,170209,7032,6305,46390,50655,1668290,1628610,297750,328078,46555,45846,170366,190192,12105,11727,1687226,1719604,1224734,1208860,260137,285888,15254,15532,147254,165751,5006,4620,34841,38953,1254518,1242274,271987,300527,26417,27921,162976,182742,8994,8927,457012,428637,403569,376085,20793,22264,14607,12443,4468,4458,2026,1685,11549,11702,413772,386336,25763,27551,20138,17925,7390,7450,3111,2800
R,1,2019,38,4382885,2192503,2190382,1665925,1614288,292113,320189,30902,28926,149685,169624,7184,6366,46694,50989,1706135,1658220,309169,340204,47688,47138,168482,189597,12474,11795,1717339,1750136,1245762,1227772,270871,297208,15767,16161,144978,165106,5048,4705,34913,39184,1275564,1261282,282803,311843,26960,28892,160772,182105,9246,9083,475164,440246,420163,386516,21242,22981,15135,12765,4707,4518,2136,1661,11781,11805,430571,396938,26366,28361,20728,18246,7710,7492,3228,2712
R,1,2019,39,4265716,2136492,2129224,1624255,1568418,284332,312478,29851,27642,147035,165962,6585,6120,44434,48604,1662619,1610150,300361,331579,46277,45133,164550,184976,11577,11310,1677647,1703555,1218733,1194466,263605,290281,15144,15361,142651,161693,4583,4574,32931,37180,1246912,1226142,274670,304059,26020,27595,157314,177828,8524,8741,458845,425669,405522,373952,20727,22197,14707,12281,4384,4269,2002,1546,11503,11424,415707,384008,25691,27520,20257,17538,7236,7148,3053,2569
R,1,2019,40,4021634,2001862,2019772,1524951,1489757,263644,294113,27466,26215,138607,158860,6034,5588,41160,45239,1560285,1528597,278452,311517,42743,42824,155008,176644,10498,10319,1574623,1614268,1146371,1133654,244716,273116,14215,14426,134472,154609,4288,4080,30561,34383,1172305,1162942,255000,285592,24388,25925,148209,169683,7802,7881,427239,405504,378580,356103,18928,20997,13251,11789,4135,4251,1746,1508,10599,10856,387980,365655,23452,25925,18355,16899,6799,6961,2696,2438
R,1,2019,41,4038176,2007584,2030592,1537259,1504538,260434,292256,27978,26691,135663,156969,5989,5690,40261,44448,1571801,1542504,274766,309356,43301,43307,151549,174313,10391,10378,1576393,1618582,1154400,1141505,242069,271422,14470,14904,131463,152794,4257,4188,29734,33769,1179600,1170104,251836,283587,24681,26473,144773,167521,7714,7950,431191,412010,382859,363033,18365,20834,13508,11787,4200,4175,1732,1502,10527,10679,392201,372400,22930,25769,18620,16834,6776,6792,2677,2428
R,1,2019,42,3888842,1929753,1959089,1475328,1450777,247787,279350,26837,25256,135923,156306,5631,5246,38247,42154,1508237,1486652,260895,295238,41332,41279,151262,172929,9971,9753,1512809,1556725,1104587,1095198,230100,259419,13926,14098,131859,152234,4002,3830,28335,31946,1128676,1122098,238918,270701,23664,25302,144770,166245,7412,7446,416944,402364,370741,355579,17687,19931,12911,11158,4064,4072,1629,1416,9912,10208,379561,364554,21977,24537,17668,15977,6492,6684,2559,2307
R,1,2019,43,3899558,1937604,1961954,1480074,1451701,249846,280737,26642,25374,139196,158941,5423,5218,36423,39983,1511313,1485771,262506,295556,40814,40659,153606,174817,9353,9425,1521979,1561384,1109747,1096814,232463,261250,13715,14148,135206,154879,3893,3867,26955,30426,1132569,1122523,240984,271702,23309,24877,147339,168367,7021,7236,415625,400570,370327,354887,17383,19487,12927,11226,3990,4062,1530,1351,9468,9557,378744,363248,21522,23854,17505,15782,6267,6450,2332,2189
R,1,2019,44,3944864,1961462,1983402,1505625,1476781,249524,280850,26636,25183,139410,156820,5503,4976,34764,38792,1535204,1509659,261265,295081,40406,40372,153211,172149,9457,8967,1548993,1584422,1136215,1121632,233174,262307,13750,14100,135575,152977,4017,3658,26262,29748,1158356,1146552,241365,272451,23156,24878,147418,166162,7202,6880,412469,398980,369410,355149,16350,18543,12886,11083,3835,3843,1486,1318,8502,9044,376848,363107,19900,22630,17250,15494,5793,5987,2255,2087
R,1,2019,45,3820648,1888136,1932512,1446913,1435808,241097,274681,25081,24543,136581,155562,5015,4915,33449,37003,1475320,1467022,252237,288127,38401,39065,150015,170301,8766,8854,1503583,1552229,1102242,1097093,225971,257057,13105,13926,133124,151823,3707,3652,25434,28678,1123573,1121013,233630,266783,22441,24455,144685,164527,6785,6829,384553,380283,344671,338715,15126,17624,11976,10617,3457,3739,1308,1263,8015,8325,351747,346009,18607,21344,15960,14610,5330,5774,1981,2025
R,1,2019,46,3983264,1966834,2016430,1509664,1502173,253926,288896,26088,25106,138394,157968,5079,4948,33683,37339,1538195,1533631,264679,302249,39972,40263,151910,172676,8857,8890,1577796,1630620,1160564,1158233,238871,271162,13831,14356,134821,154207,3789,3667,25920,28995,1182287,1182340,246413,280798,23746,25429,146532,166935,6826,6918,389038,385810,349100,343940,15055,17734,12257,10750,3573,3761,1290,1281,7763,8344,355908,351291,18266,21451,16226,14834,5378,5741,2031,1972
R,1,2019,47,4148929,2051129,2097800,1597180,1585460,257782,293567,25615,25352,132272,151114,5101,4727,33179,37580,1625169,1617179,268334,306770,39558,41060,145397,165542,8867,8752,1674134,1723519,1258667,1251582,243146,276637,14089,14840,128689,147536,3749,3559,25794,29365,1280172,1276098,250654,286155,24254,26501,140085,160055,6848,6868,376995,374281,338513,333878,14636,16930,11526,10512,3583,3578,1352,1168,7385,8215,344997,341081,17680,20615,15304,14559,5312,5487,2019,1884
R,1,2019,48,4362095,2157012,2205083,1687087,1676569,269901,306476,26688,25869,133984,153031,4976,5040,34376,38098,1716153,1708520,280902,319781,41503,42161,147071,167482,8968,9344,1774829,1831178,1344014,1343283,255011,289357,14840,15299,130420,149375,3694,3783,26850,30081,1366464,1368251,262904,299169,25761,27609,141737,161832,6974,7326,382183,373905,343073,333286,14890,17119,11848,10570,3564,3656,1282,1257,7526,8017,349689,340269,17998,20612,15742,14552,5334,5650,1994,2018
R,1,2019,49,4245503,2103756,2141747,1653617,1637897,258833,292087,25541,24867,128328,146469,5115,4948,32322,35479,1680970,1667618,268762,304100,39744,40435,140673,159959,8980,8938,1732129,1779799,1319721,1314394,244500,275946,14238,14906,124880,142919,3848,3788,24942,27846,1340576,1337495,251410,284644,24610,26628,135524,154522,7027,7093,371627,361948,333896,323503,14333,16141,11303,9961,3448,3550,1267,1160,7380,7633,340394,330123,17352,19456,15134,13807,5149,5437,1953,1845
R,1,2019,50,4035800,1995779,2040021,1567240,1560965,246752,277339,24763,23595,122788,140553,4459,4651,29777,32918,1592285,1588419,255729,288272,38232,38454,134078,152817,7964,8449,1649195,1701718,1256074,1258645,233071,262066,13918,14295,119736,137302,3316,3490,23080,25920,1275264,1279984,239287,269952,23945,25614,129485,147984,6195,6659,346584,338303,311166,302320,13681,15273,10845,9300,3052,3251,1143,1161,6697,6998,317021,308435,16442,18320,14287,12840,4593,4833,1769,1790
